,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size
92505,B00BUSXEMW,Addie's Paddies - All Natural Peanut Butter &amp; Molasses Dog Treats. Fresh Batches Handmade Daily,"Our Treats are packed in 
Heavy Duty, 5 mil thick packaging, <br> with a Premium Ziplock for guaranteed f...",dog,dog_3,23,0.9231666666666666,6.0
92647,B00BWEELVC,Weatherbeeta Orican Freestyle Detach-A-Neck,Weatherbeeta Orican Freestyle TurnoutsThe Weatherbeeta Orican <br> Freestyle Detach-a-Neck turnout blanke...,farm animals,farm animals_0,22,0.86913,10.0
92663,B00BWL3JVS,"Marineland Color Enhancing Goldfish Food Flakes, 9.88 Oz",Marineland - goldfish color enhancing flake food 1L. Marineland <br> goldfish color enhancing flake food ...,fish,fish_0,8,0.7414153846153846,13.0
92781,B00BXP9QQK,"Icelandic Kelp Meal, 5lbs",",WHERE DOES THORVIN KELP COME FROM & HOW IS IT <br> HARVESTED?,Thorvin kelp is produced in a pristine env...",farm animals,farm animals_0,12,0.6086928571428573,14.0
92835,B00BY9IMB0,Repashy Vitamin A Plus,"DIRECTIONS: This product contains high levels of preformed <br> Vitamin A (Retinol). As a regular powder,...",amphibians and reptiles,amphibians and reptiles_0,42,0.5266200000000001,5.0
92838,B00BYC9SFQ,Custom Emotional Support Dog ID Cards (2 credit card sized ID cards),Custom Emotional Support Animal (ESA) ID Cards identify your <br> animals as ESAs. Fully customized and p...,dog,dog_5,6,0.79132,10.0
93041,B00C1BEC1Y,"Master Equipment BathePro Grooming Tub for Pets, White",All grooming salons can make good use of a bathing tub like the <br> PetEdge Master Equipment BathePro La...,dog,dog_4,36,0.8334250000000001,4.0
93142,B00C1TOI5G,Bell Rock Growers Semi Moist Cat Treats Variety Pack,3oz bag. Made in USA. Gives Cats a healthy green treat <br> alternative to houseplants and outdoor grasse...,cat,cat_0,23,0.5923928571428572,14.0
93443,B00C5CEBR4,Hamilton Gun Metal Series Double Thick Dog Collar,Hamilton Gunmetal Series Double Thick Nylon deluxe collar is <br> made of premium grade durable nylon and...,dog,dog_2,22,0.7315333333333334,9.0
93902,B00C9H3S8S,"GORAUL Cuddle Cone Pet Recovery Cone, X-Small - Black with Toys",The Cuddle Cone e-collar makes a great alternative to plastic <br> dog cones. It is ideal for pets who li...,dog,dog_1,13,0.5716666666666667,9.0
94262,B00CCFXM8I,1/2 lb. Ken's Premium Brine Shrimp Flake,Our Premium Brine Shrimp Flake is suitable for all tropical <br> fish. It is packed with vitamins to ensu...,fish,fish_0,47,0.6846500000000001,8.0
94772,B00CFRIXT6,Up Country Anchors Aweigh Dog Collar,Size: s Up Country's ribbon collars and leads are made from <br> high-tensile strength nylon webbing with...,dog,dog_1,2,0.7171842105263159,19.0
94857,B00CGRNKRU,"Whole Life Pet Tail Mix Real Food Treats For Dogs-Grilled Chicken, 2.5Oz","Feel good knowing you are giving your best friend the highest <br> quality, safest, best tasting treat on...",dog,dog_1,16,0.8394125,8.0
95080,B00CHSVZPW,"Best Pet All Season Pet Harness, Medium, Pink",This all season harness is made with soft but breathable mesh <br> that securely hugs your pet while gent...,dog,dog_6,12,0.5042923076923077,13.0
95082,B00CHSW1WS,"Best Pet All Season Pet Harness, Large, Pink",This all season harness is made with soft but breathable mesh <br> that securely hugs your pet while gent...,dog,dog_3,6,0.6745700000000001,10.0
95087,B00CHT7OCY,"Best Pet All Season Pet Harness, X-Large, Red",This all season harness is made with soft but breathable mesh <br> that securely hugs your pet while gent...,dog,dog_1,33,0.8201571428571429,7.0
95184,B00CI9K88K,Pinkaholic New York Tenderfoot Pinka Harness for Dogs,The Tenderfoot Pinka Harness is another addition to our product <br> line. It features a polka dot patter...,dog,dog_5,27,0.7983,5.0
95433,B00CJ5OL0Y,King's Cages SLT 3628 / GC6-3628 Large Parrot Cage PARROTS CAGES 36x28x69 bird toy toys african ...,"Product ID: SLT 3628 KING'S CAGES ALWAYS PAY MORE FOR THEIR <br> POWDER COATED FINISHES, WHICH ARE THICKE...",bird,bird_0,30,0.8921857142857144,7.0
96799,B00CVEITME,"Thomas Laboratories C-Kelp Nutritional Supplement Powder, 16-Ounce",This is a 100% natural product and an all-around <br> multi-nutritional supplement that contributes to ov...,farm animals,farm animals_0,14,0.7168769230769231,13.0
97319,B00D0HR6P2,Sunsun JP-024F 317 GPH Aquarium Powerhead Water Pump with Internal Filter,SunSun JP series internal filter is a fully submersible and <br> multi-use filter that works inside your ...,fish,fish_0,38,0.745975,8.0
98191,B00DAMXXLS,TORRIX Cats Flea and Tick Collar &ndash; 8-Month Flea Prevention Cat Collar &ndash; Adjustable and ...,",Torrix pet collar is an excellent tick repellent method <br> recommended by veterinarians. The length al...",amphibians and reptiles,amphibians and reptiles_0,16,0.6749571428571429,7.0
98313,B00DC2Z07G,"Landen 60P 17.1 Gallon Rimless Low Iron Aquarium Tank, 23.6&quot; L &times; 11.8&quot; W &times; ...",Aquarium Suppliers LLC is the official agent of Landen Aquarium <br> in North America. Landen 111004 is a...,fish,fish_0,35,0.76625,8.0
98314,B00DC33FHW,"Landen 60P 25.4 Gallon Rimless Low Iron Aquarium Tank, 23.6&quot; L &times; 15.7&quot; W &times; ...",Aquarium Suppliers LLC is the official agent of Landen Aquarium <br> in North America. Landen 111005 is a...,rabbits and rodents,rabbits and rodents_0,36,0.6584222222222222,9.0
98315,B00DC3LO6Q,"DYEOF Flea Tick Collar for Cats - 8 Months Protection - Hypoallergenic, Adjustable &amp; Waterproof ...",Fleas and ticks can cause a wide variety of issues for your cats <br> and the most common of which is fle...,other,other_0,38,0.5508222222222223,9.0
99088,B00DI5L990,ERGMY Flea Tick Collar for Cat - One Size Fits All - Flea Prevention Up to 8 Months - Natural ...,Are you absolutely confident that your pet is flea free? Are you <br> confident that your home is entirel...,bird,bird_0,21,0.7158,8.0
99424,B00DLJRMV2,Repashy Calcium Plus LoD,DIRECTIONS: Use with every insect feeding. Best applied by <br> placing insects in a plastic bag or conta...,amphibians and reptiles,amphibians and reptiles_0,5,0.5712750000000001,12.0
99936,B00DQR961I,Avitech Herbal Bird Rx Arthritis Formula Pain Relief Bottle - 2oz.,Relief from pain due to arthritis or injury or for elderly <br> and/or injured birds. This combination of...,bird,bird_0,14,0.6951444444444445,9.0
99970,B00DR01HZC,Natural Inspirations Parrot Cages Birdy Bracket 2x4 Holders,"These powder coated, or stainless steel, 2x4 holders make <br> providing soft wood for your birds to dest...",bird,bird_0,31,0.7098571428571429,7.0
99996,B00DR29YLO,Tetra Pond 16467 7.05 Oz Spring &amp; Fall Diet Pond Fish Food,Tetra Pond 16467 7.05 Oz Spring & Fall Diet Pond Fish Food,fish,fish_0,25,0.6202,10.0
100785,B00DYDT2RM,Thrush B Gone,"Thrush B Gone is a One-Application Wonder, Battling Thrush, <br> White Line Disease and Tenderfootedness....",farm animals,farm animals_0,47,0.7117857142857142,7.0
101094,B00E1HWMR2,Sandblast Engraved Grey Stone Pet Memorial Headstone Grave Marker Dog Cat b 6x12,Sandblast Engraved Gray Stone Pet Memorial Headstone Grave <br> Marker. This Memorial Stone is 6in. x 12i...,dog,dog_0,2,0.7709117647058826,51.0
101095,B00E1HWO7U,Sandblast Engraved Marble Pet Memorial Headstone Grave Marker Dog Cat keep 6x12,Sandblast Engraved Marble Pet Memorial Headstone Grave Marker. <br> This Memorial Stone is 6in.x12in. Per...,dog,dog_0,4,0.7712809523809522,42.0
101106,B00E1HWLJQ,Sandblast Engraved Red Stone Pet Memorial Headstone Grave Marker Dog Cat bon 4x8,Sandblast Engraved Red Stone Pet Memorial Headstone Grave <br> Marker. This Stone is 4in x8in. Perfect fo...,other,other_0,34,0.7579888888888889,9.0
101870,B00E8GKIYK,"Pet Aspects 384 Nectar Guard Tips. Nectar, Guard, Tips, Garden, &amp;, Patio, Home, &amp;, Garden, ...",Nectar Guard tips easily slide onto the feeding ports on the <br> underside of the feeder cover. The flex...,bird,bird_0,38,0.1912714285714285,7.0
103341,B00ENAZ6X4,"Near &amp; Dear Pet Memorials Elite Cloisonn&eacute; Floral Blush Pet Cremation Urn, 50 Cubic Inch, ...",The Near and Dear Elite Cloisonn Floral Blush pet urn features <br> flowers carefully blended in pinks an...,cat,cat_0,15,0.71299375,16.0
103778,B00ESAZYV8,Lupine 1 Inch Shadow Hunter Dog Lead,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). Made...",dog,dog_0,20,0.6683399999999999,20.0
104940,B00F1GRA88,"Best 1 Hummingbird Instant Nectar 14oz Container, 3 Count",Best 1,bird,bird_0,4,0.5195461538461539,13.0
106259,B00FE1FHM6,Tough-1 4&quot; Wire Tack Hook - 6 Pack - Assorted,nan,amphibians and reptiles,amphibians and reptiles_0,4,0.6001666666666667,12.0
107755,B00FQX238S,Reposam Mole Squirrel Rat Repellent- 2 Pack Ultrasonic Solar Powered Waterproof Pest Repeller for ...,", A 100% Safe & Humane Barking Solution for Your <br> Dog,Neighborhood joggers, other animals or j...",other,other_0,20,0.7813199999999999,10.0
109194,B00GB5L0AC,TORRIX Magnetic Wireless Charger Pad Charging Cable Cord for Apple Watch iwatch 38mm / 42mm Series ...,These are Thiara Winteri Snails. These attractive snails are <br> great for adding some diversity and dec...,fish,fish_0,20,0.49936,10.0
109279,B00GC4TUZ4,"ARONICO Medium Short Bird Canopy, 3' x 3'",TheAronico Canopyis the premiere enrichment must-have no bird <br> should be without! Made in the Philipp...,bird,bird_0,23,0.8205749999999999,8.0
110454,B00GQY5FMC,CozyCatFurniture Cedar Insulated Outside Cat House with Platform and Extended Roof,The lounging deck of this outdoor cat house is a great place for <br> cat naps. The generous porch roof h...,cat,cat_0,39,0.7483083333333332,12.0
110691,B00GSQJI4Y,Gunner - 5 Whimsical Handmade Cat Toys,I named this toy Gunner after one of my beloved cats who was a <br> master hunter and found this toy to b...,cat,cat_0,47,0.7633636363636364,11.0
110744,B00GT3XG26,Feline GREENIES Dental Treats Catnip Flavor 1.56Lbs (10 x 2.5oz),nan,cat,cat_0,12,0.639488888888889,18.0
110903,B00GUO1ZBS,10 Live Sakura Fire Red Cherry Shrimp (Neocaridina davidi) - Breeding Age Young Adults at 1/2-1 ...,nan,fish,fish_0,29,0.7249555555555555,9.0
112520,B00HB34M08,Tamsco Standard 24-Inch Golf Club Handle Golf Club Handle Soft Grip Stainless Steel,"Standard 24"" Golf Club Handle Golf Club Handle Soft Grip <br> Stainless Steel, ALL STAINLESS, EXCELLENT P...",amphibians and reptiles,amphibians and reptiles_0,10,0.38935,8.0
112635,B00HBTM7E0,10 Marbled Purple Snails (Pond Snails) - 1/4 to 1/2 Inch Long Juveniles by Aquatic Arts,",Looking closely at these little snails reveals their elegant <br> beauty. Their shells are marbled with ...",fish,fish_0,19,0.6357099999999999,10.0
112675,B00HC6LTNC,Fullsexy Flea and Tick Collar - Adjustable &amp; Waterproof Flea and Tick Control Collar for Dog ...,5 adjustable levels of correction intensity. We customized 5 <br> Adjustable levels of correction intensi...,cat,cat_0,40,0.8475333333333332,12.0
113374,B00HLRW5LC,"Two Little Fishies 22443 Acropower Amino Acid Formula for SPS Corals, 1 L",This product is easy to use. This product adds a great value. <br> This product is Manufactured in United...,fish,fish_0,5,0.5551235294117648,17.0
114234,B00HUTN1C8,"Aquatic Arts 10 Giant Marimo Moss Balls (2&quot; to 2.5&quot;, 8-15 Years Old) - Great for Live ...",This listing is for 10 Giant Marimo Moss Balls. These are one of <br> the most popular aquatic plants on ...,fish,fish_0,37,0.8136374999999999,8.0
115765,B00I8BGR4Q,"Saddle Rack Space Saving Rack Holds 3 Saddles, Pads, Bridals &amp; Halters. Includes a Wire Basket ...",nan,farm animals,farm animals_0,15,0.7002,13.0
115842,B00I90HTIY,"Mary Meyer Bestever Baby Mat, Jasmine Giraffe","Best ever baby mats are silky smooth and snuggle perfect for <br> tummy time, naptime, playtime, or anyti...",amphibians and reptiles,amphibians and reptiles_0,27,0.7318166666666667,6.0
116241,B00IDH7Q6I,Buck Mountain Wound Balm for Animals 8 Oz Balm,Wound Balm for Animals is a popular product due to its strong <br> efficacy on ailments. Wound Balm for A...,dog,dog_0,50,0.4648533333333333,15.0
116784,B00IITTR9U,Super Fun Real Rabbit Fur Mice 10 pack Cat Toy Black They RATTLE! Hot Item!,A 10 pack of short hair rattle fur mice. A cat and kitten <br> favorite cat toy. Black color with no dye ...,cat,cat_0,48,0.5323636363636364,11.0
116881,B00IJINAYI,Shires 40&quot; Premium Poly Cord 2&quot; Hole Hay Net,nan,farm animals,farm animals_0,32,0.6166888888888891,9.0
117347,B00IMPNE4Y,Flea &amp; Tick Collar for Dogs and Cats,we love to provide the highest quality pet supplies products and <br> service on the market. Our cat flea...,cat,cat_0,1,0.8718204081632653,49.0
117559,B00IOOOVYU,Temptations Classic Cat Treats,Pet parents know texture is just as important as taste for their <br> cat. TEMPTATIONS Treats for Cats Se...,cat,cat_0,9,0.7619599999999999,20.0
117774,B00IREZZGK,Shires 40&quot; Premium Poly Cord 2&quot; Hole Hay Net,nan,farm animals,farm animals_0,41,0.648475,8.0
118360,B00IZFJHM4,Bonka Bird Toys 1717 Shoo Shred Bird Toy parrot craft cage cages cockatiels budgies parrotlets. ...,"1717 Shoo shred, a delightful little toy for your small <br> feathered friends, a brightly colored mini s...",bird,bird_0,48,0.7434333333333334,6.0
118415,B00J0EBVM8,Notary Supply Bag - Small,"Durable, 6 x 11 zippered supply bag. This compact, sturdy <br> storage bag is designed to hold a standard...",fish,fish_0,21,0.46958,10.0
119045,B00J6BQPXU,Fluval Chi Foam Pad 2ct,Fluvial CHI Filter Pads are specially designed for Fluvial CHI <br> aquariums. These polyester pads captu...,other,other_0,26,0.39808,10.0
119487,B00JANIZKA,"KMR Liquid Milk Replacer for Kittens &amp; Cats, 8oz Cans",KMR Liquid Milk Replacer from PetAg is recommended as a complete <br> food source for orphaned or rejecte...,cat,cat_0,3,0.6047869565217391,23.0
119497,B00JAQ20AS,Neko Flies - Kiticatterfly with Rod - Interchangeable Toy,Cats are born to be hunters and their passion to chase prey and <br> pounce on them is part of their very...,cat,cat_0,49,0.8443090909090908,11.0
119927,B00JG1UBXU,"Aquatic Arts 10 Brown Ramshorn Snails (Algae eaters - safe for fish, plants, and shrimp)",nan,amphibians and reptiles,amphibians and reptiles_0,2,0.6915416666666667,12.0
119975,B00JGM05W6,Lupine 1/2 Inch Teddy Bears Adjustable Dog Collar for Small Dogs,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). Made...",dog,dog_0,43,0.7222812500000001,16.0
120260,B00JJW29Y0,Josh's Frogs Spring to Life Springtail Food (5 oz),",Josh's Frogs Spring to Life food is an all natural complete <br> diet for springtails (Collembola).,&nbs...",amphibians and reptiles,amphibians and reptiles_0,48,0.81662,5.0
120362,B00JKQGRFM,"CNZ Aquarium Bio Cylinder Nano Breeding Corner Sponge Filter, Set of 6","A sponge filter uses bubbles of air from an external air pump, <br> or an integral water pump to draw wat...",rabbits and rodents,rabbits and rodents_0,22,0.7570454545454546,11.0
120977,B00JPWI6NW,AWS New Zealand Long Fiber Sphagnum Moss (3kg 240L),",SphagMoss - New Zealand Long Fiber Sphagnum Moss (3kg 240L) is <br> ideal for use with a wide variety of...",amphibians and reptiles,amphibians and reptiles_0,8,0.62347,10.0
121459,B00JSZ1IQI,Meow Mix Ocean Explosion Cat Treats 2.1 Oz. (Pack of 8),nan,cat,cat_0,11,0.5427526315789474,19.0
122230,B00JXOANOC,Red Dingo Stainless Steel &amp; Glitter Enamel Heart Dog ID Tag,"Our gorgeous Dog ID Tags are made of stainless steel and durable <br> enamel. When it comes to dog tags, ...",dog,dog_0,10,0.6665807692307694,26.0
123290,B00K7HKBQO,"Blue Buffalo Chicken Bits Dog Treats,","Blue Buffalo Chicken Bits are natural dog training treats that <br> are soft, moist and extremely tasty. ...",dog,dog_0,22,0.596595,20.0
124760,B00KKUS1XI,"Ju-Ju-Be Tokidoki Collection Better Be Messenger Diaper Bag, Animalini",The Ju-Ju-Be Tokidoki Collection Better Be Messenger Diaper Bag <br> is a smart bag that has an innovativ...,other,other_0,46,0.7030875,8.0
125013,B00KN18XA0,LOVATIC Dog Bark Collar - No Shock Vibration and Sound Humane Training Device for Small Medium ...,nan,other,other_0,18,0.64882,10.0
125982,B00KVMS6YY,"4Moms Breeze Playard, Grey",Playards are hard to use. The breeze is easy. The 4moms breeze <br> opens or closes in one step. Just pus...,other,other_0,50,0.576725,8.0
126490,B00L0UBFUI,Shrimp King - Complete,",Main food,Feed pads for daily feeding. Containing all the <br> important nutrients, substances needed fo...",rabbits and rodents,rabbits and rodents_0,15,0.6487454545454545,11.0
126625,B00L2K94CC,Aquatic Arts Ultimate Algae Cleaning Crew for 30 to 55 Gallon Aquarium - 3 Different Types of ...,",This is the perfect combo pack for anyone who faces algae <br> build-up problems on a consistent basis. ...",rabbits and rodents,rabbits and rodents_0,48,0.7974375,8.0
126630,B00L2KLU8S,Harrisons Adult Lifetime Fine Bird Food Pellets 1lb (Pack of 2),Keep fresh until you need more with a pack of two bags. Feed <br> Adult Lifetime Formula fresh food daily...,bird,bird_0,7,0.6812166666666668,12.0
126846,B00L4NK4TO,"Tasty Worms 4 Lbs Freeze Dried Mealworms Approximately 64,000 Mealworms","Freeze Dried Mealworms are an excellent food or treat for birds <br> of all kinds, especially Bluebirds, ...",bird,bird_0,18,0.6837444444444444,9.0
127294,B00L96IG0K,"Johnson's Baby Powder, Calming Lavender &amp; Chamomile, 22 Ounce (Pack of 6)",We love babies. And we understand how to help preserve and <br> protect baby soft skin. That's why Johnso...,rabbits and rodents,rabbits and rodents_0,20,0.5986727272727272,11.0
128687,B00LPCBOMA,"Angel Pet Supplies Leather Studded Cat Collar with Safety Elastic Stretch, 12 by 1/2-Inch, Black","Leather Studded Cat Collar w Safety Elastic Stretch, 12""X1/2"", <br> Black, 100% Genuine Leather, Riveted ...",cat,cat_0,26,0.8229769230769233,13.0
